,Unnamed: 0,Video Id,Primary Label,Predicted Label (Child Directed or not),Response
608,230,wX0_rgj7d-4,False,Not Child Directed,"The video shows a recipe for fried fish fillets.  There are no child-appealing elements present in the thumbnail or title. The title is in Arabic, but translates to ""How to make golden and crispy fish fillets.""  This is a cooking video, and not designed for children."
609,231,aKCL3I5iQ18,False,Not Child Directed,The video is a music video with an adult artist.  The title and thumbnail do not suggest child-directed content.  Music videos generally do not meet the criteria for child-directed content unless specifically designed for children.
610,232,KZYqugtbcG0,False,Not Child Directed,"The thumbnail shows a woman with dark hair and makeup, and the title is in Arabic and English.  There is nothing in the title or thumbnail to suggest that the video is intended for children or includes child-appealing elements.  Arabic songs are not typically considered children's songs unless explicitly created for children."
611,233,qKVW_wJs91Q,False,Not Child Directed,"The video is a music video with a singer and does not contain any child-appealing elements. The song is in Arabic, and the title translates to ""Be You."" While the song may have a positive message, it is not explicitly created for children and does not contain any elements that would typically appeal to children."
612,234,WOPMpEjSGSs,False,Not Child Directed,"The video thumbnail shows two adults in what seems to be a romantic setting.  The title, which translates to ""Salma Rachid - Hear My Heartbeat (Music Video) | Exclusively,"" suggests a romantic song, which is not suitable for children. Therefore, it does not meet the criteria for child-directed content."
613,235,PpgS4WeHrZk,False,Not Child Directed,"The video thumbnail shows a man and a woman, the woman wearing a mask.  The title includes the word ""Clip Officiel,"" suggesting a music video.  Based on the thumbnail and title, there are no child-appealing elements present. The video is likely to contain mature themes or content not suitable for children."
614,236,4I4WCj1KoSA,False,Not Child Directed,"The video is a cooking tutorial for a Palestinian dish.  The thumbnail shows food preparation, and the title mentions a step-by-step recipe. These elements are not typically associated with content designed for children."
615,237,B6GrWH8O8h4,False,Not Child Directed,"The title ""Balti - Bouheli (Official Music Video)"" suggests a music video, which is not inherently child-directed.  Without further information about the video's content, it's unlikely to meet the criteria for child-directed content. Music videos often contain themes and styles not suitable for children."
616,238,pGmBhKO49cE,False,Not Child Directed,"The video is a cooking tutorial for a Palestinian dish.  The thumbnail shows food preparation, and the title mentions a recipe and cooking techniques. These elements are not typically associated with content designed for children."
617,239,O--o-O-ABBw,False,Not Child Directed,"The video features two popular singers, Elissa and Saad Lamjarred.  The title and thumbnail suggest a romantic music video, which is not suitable for children.  The presence of adult singers and a romantic theme excludes it from the child-directed category."
618,240,_Fwf45pIAtM,False,Not Child Directed,"The thumbnail shows a man winking and laughing, surrounded by women.  The title mentions a music video, suggesting a focus on entertainment for adults.  These elements do not align with criteria for child-directed content."
619,241,bvVAc6FPx2c,False,Not Child Directed,"The thumbnail shows three children sitting on a rock formation, which could be considered child-appealing. However, without further information about the video's content, it cannot be definitively labeled as child-directed. The title, ""Balti - 7elma (Official Music Video)"", suggests a music video, which may or may not be suitable for children.  To make a determination, the actual video content needs to be reviewed for mature themes, complex dialogue, or other elements inappropriate for children."
620,242,igIdKdjU5WE,False,Not Child Directed,"The video thumbnail depicts a woman sitting alone on a couch looking distressed, and the title translates to ""Depression - Symptoms and Treatment.""  This subject matter is not appropriate for children. The video is clearly focused on a serious adult mental health issue."
621,243,WtE2DRRJayg,False,Not Child Directed,The video is a music video with a singer and does not contain any child-appealing elements.  The title and thumbnail do not suggest that it is intended for children.
622,244,fZc7PFVhje8,False,Not Child Directed,The video is a music video featuring an adult singer.  The title and thumbnail do not suggest child-appropriate content. Music videos generally do not meet the criteria for child-directed content unless specifically designed for children.
623,245,s9-z7z_L8lY,False,Not Child Directed,"The video discusses the health benefits and risks of hibiscus tea, a topic not typically of interest to children.  The thumbnail shows images of hibiscus tea and does not contain any child-appealing elements. The title mentions both benefits and risks, suggesting a more mature and complex discussion unsuitable for children."
624,246,nkeLYw18xPk,False,Not Child Directed,"The thumbnail shows a man in a suit, suggesting a mature theme.  The title, which translates to ""Jadal - I'm Afraid of Commitment,"" indicates a theme of adult relationships, not suitable for children."
625,247,uv2_g7wCvdw,False,Not Child Directed,"The title, ""MUSliM - Aleb Fel Dafater | Official Music Video - 2022 | مسلم - قلب فى الدفاتر,"" and the thumbnail suggest a music video, which is not typically child-directed content.  Music videos often contain mature themes or concepts unsuitable for children."
626,248,ESS0M-OPfY0,False,Not Child Directed,"The video shows a recipe for preserving green olives.  This is not a topic typically designed for children, and lacks child-appealing elements such as cartoons, animation, or simplified instructions. The title and thumbnail suggest a cooking demonstration, which is generally not considered child-directed unless specifically designed for children (e.g., ""Cooking for Kids"")."
627,249,Ik-CCxMVNEA,False,Not Child Directed,The video is a music video featuring a popular singer.  The title and thumbnail do not suggest child-directed content.  Music videos generally do not meet the criteria for child-directed content unless specifically designed for children.
628,250,m0_SMiOecko,False,Not Child Directed,"The thumbnail shows a young boy with a serious expression, and the title includes the term ""Official Music Video.""  These elements suggest that the video is not intended for a child audience."
629,251,UFfb4zBFh7A,False,Not Child Directed,"The thumbnail shows an interview with an adult, and the title mentions a political figure.  The content is clearly not intended for children."
630,252,jVClYcBpKeA,False,Not Child Directed,"The video is a music video featuring a female singer.  The thumbnail shows the singer in an elegant dress at what appears to be a formal event. The title includes the singer's name and the song title, suggesting adult-oriented content. There are no child-appealing elements present."
631,253,D5NAnL7oyBg,False,Not Child Directed,"The video is a cooking tutorial focused on adult recipes.  The title and thumbnail show pasta dishes, which are not typically associated with children's content.  There are no child-appealing elements present."
632,254,teeYFzdsQYU,False,Not Child Directed,"The video's title, ""Ukraine’s First-Ever ATACMS Strike in Russia, Explained | WSJ,"" and thumbnail depicting a missile launch and a map of a war zone clearly indicate mature themes of warfare and geopolitical conflict.  These are not suitable for children. The content is not designed for children, nor does it contain child-appealing elements.  The subject matter is inherently violent and complex, far exceeding the scope of what is considered appropriate for a child audience."
633,255,EgryNGwH14o,False,Not Child Directed,"The thumbnail shows a dark, gritty environment, and the title ""The video game that makes you feel small"" suggests a theme that is not typically associated with children's content.  The game's visuals and title do not align with the criteria for child-directed content."
634,256,zHPy3btY6no,False,Not Child Directed,"The video discusses government agencies' response to a crisis, which is a topic unsuitable for children.  The thumbnail shows two older women in a serious setting, further indicating that the content is not intended for a child audience."
635,257,GbTBLTwUWrs,False,Not Child Directed,"The video thumbnail shows a serious image of Vladimir Putin and a nuclear explosion. The title mentions war and missile attacks, which are mature and violent themes inappropriate for children. Therefore, this video does not meet the criteria for child-directed content."
636,258,AOVg2aLjIiU,False,Not Child Directed,"The thumbnail shows a dark, shadowy figure, and the title mentions ""Path of Exile 2,"" suggesting a video game with mature themes.  This is not content typically designed for or appealing to children."
637,259,R3Z0PRSS5e4,False,Not Child Directed,"The title ""Star Trek Unification - I'm Not Crying, You're Crying!"" and the thumbnail suggest a science fiction video, likely part of the Star Trek franchise.  This franchise is not typically aimed at children, and the title hints at emotional depth and potentially complex themes not suitable for young audiences."
638,260,ivJZpIS_juQ,False,Not Child Directed,"The video discusses serious political topics such as sex trafficking allegations and political appointments.  These themes are not suitable for children. The thumbnail shows adult figures and the title contains mature subject matter, making it inappropriate for a child audience."
639,261,6vPhcRew8hA,False,Not Child Directed,The video is a music video with a male artist with tattoos.  The title is in Spanish and the thumbnail shows a muscular man.  These elements do not align with criteria for child-directed content.
640,262,6Ui1-K6K35c,False,Not Child Directed,The video discusses a scientific topic (genetic analysis of the world's largest organism) which is not typically of interest to children.  The thumbnail shows an adult presenter and a landscape image; there are no child-appealing elements present.
641,263,gDLr7sGMiMs,False,Not Child Directed,"The video thumbnail shows a dark, intense scene with text indicating ""progress wiped.""  The title mentions ""zombies"" and ""save files all cleared,"" suggesting a violent or mature theme. These elements are not suitable for children."
642,264,yTmdirvwI9U,False,Not Child Directed,The video is an interview with an adult actor discussing his career choices.  The thumbnail shows the actor in a formal setting with other adults. The title mentions a film known for its mature themes.  These elements do not align with criteria for child-directed content.
643,265,aitlix5WYqY,False,Not Child Directed,"The video thumbnail shows an adult male speaking directly to the camera, and the title mentions geopolitical and economic events.  These elements are not typically associated with content designed for children."
644,266,wELhRVDmicA,False,Not Child Directed,"The thumbnail shows a person wielding a red lightsaber, which is associated with violence and the Star Wars franchise, generally not considered appropriate for children.  The title mentions Henry Cavill and a Star Wars announcement, suggesting a focus on adult-oriented science fiction themes. Therefore, the video is not child-directed."
645,267,WvfiG_mhN80,False,Not Child Directed,"The video thumbnail contains cartoonish characters, but the topic of ""tokenomics"" and the title mentioning ""How to spot Good Tokenomics of a Project"" are not suitable for children.  The content is clearly educational and financial in nature, making it inappropriate for a child audience."
646,268,ucUBNCRJzsI,False,Not Child Directed,"The thumbnail shows a woman expressing concern, and the title mentions a ""$130 nightmare.""  These elements suggest a mature theme unsuitable for children.  There are no child-appealing elements present."
647,269,qpLAkDAs0Kc,False,Not Child Directed,"The video discusses software updates for the Power Platform, a business-oriented software suite.  The thumbnail shows logos of software applications and a presenter, not child-appealing elements. The title mentions ""Microsoft Ignite 2024,"" suggesting a technical conference, not a children's event. The content is clearly geared towards a professional audience interested in technology and business applications, not children."
648,270,I8UScN2tcrA,False,Not Child Directed,"The video's title and thumbnail suggest a focus on travel accessories for adults.  There are no child-appealing elements present, and the content is not designed for children."
649,271,YDYjGeuhaF8,False,Not Child Directed,"The video discusses political issues related to the war in Ukraine and mentions failures of political decisions.  These topics are not suitable for children. The thumbnail shows adult figures, and the title uses language that is not appropriate for a child audience."
650,272,bOlPeteJnu4,False,Not Child Directed,"The video discusses a professional football team, the New York Giants.  The thumbnail shows an adult male coach, and the title mentions ""Great & Bad News,"" which are not themes typically associated with children's content.  Professional sports are not generally considered child-directed."
651,273,t37rAWDPFOs,False,Not Child Directed,"The video's title mentions ""49 kills"" and ""Headshot Rate,"" suggesting violent content.  The thumbnail shows a battle royale game with numerous players engaging in combat, which is not suitable for children. Therefore, it does not meet the criteria for child-directed content."
652,274,TBBVMwNOhaQ,False,Not Child Directed,The video is about Black Friday watch deals.  The title and thumbnail show watches and an adult presenter. There are no child-appealing elements present.
653,275,Wp5SxHAeGmY,False,Not Child Directed,"The video title, ""It's Bisan From Gaza, And We're Picking Olives In A Genocide,"" and the thumbnail showing a woman in a war zone harvesting olives, clearly indicate mature and potentially disturbing themes inappropriate for children.  The context of war and genocide is not suitable for a child audience."
654,276,vpHijDv1S60,False,Not Child Directed,"The video thumbnail shows a soccer game, and the title mentions a specific soccer team.  These are not typically considered child-directed elements.  The content is likely focused on sports analysis and commentary, which is not suitable for children."
655,277,yQqMw73aHCk,False,Not Child Directed,"The thumbnail shows two young men reacting to a video game. The title mentions a competition and the name of another YouTuber, suggesting a focus on gaming competition rather than child-oriented content.  While the game itself might have cartoonish elements, the overall context points towards a video targeting a general gaming audience, not specifically children."
656,278,lxcpH6kvnmg,False,Not Child Directed,"The video features three adult women singing. The song title translates to ""Bandit Heart.""  There are no child-appealing elements present in the thumbnail or title. The content is not designed for children."
657,279,2FrCTr0crAo,False,Not Child Directed,"The title ""Skank - Algo Parecido (Clipe Oficial)"" does not suggest child-directed content.  The term ""Skank"" is not appropriate for children.  Without viewing the video, it's highly unlikely to meet child-directed criteria."
658,280,saalFn025fU,False,Not Child Directed,"The video is a musical performance by a Brazilian singer.  The thumbnail shows an adult male singer and a band. The title mentions ""acústico"" (acoustic), suggesting a mature musical style. There are no child-appealing elements present in the title or thumbnail."
659,281,iTsyDiyOF7o,False,Not Child Directed,The video is a live performance of a song by a musical duo.  The title and thumbnail do not suggest child-directed content.  The music genre and the performers' appearance suggest an adult audience.
660,282,fVFp1fRFZNU,False,Not Child Directed,The video is a musical performance by a Brazilian band. The title and thumbnail do not suggest child-directed content.  The music genre and the mature-looking performers in the thumbnail suggest that the video is not intended for children.
661,283,9dsUVU7ERK4,False,Not Child Directed,The video is a musical performance by Jota Quest.  The title and thumbnail do not suggest child-directed content.  Musical performances by adult artists generally do not meet the criteria for child-directed content.
662,284,QCvxxurNriE,False,Not Child Directed,The video features two adult male singers performing a song.  The title and thumbnail do not suggest child-appropriate content. The music genre is not typically associated with children's entertainment.
663,285,On3b_3v26YU,False,Not Child Directed,"The video is a live music performance by a Christian singer.  The thumbnail shows an adult woman singing, and the title mentions a ""Live Session.""  There are no child-appealing elements present, and the content is not explicitly designed for children."
664,286,t_shSXXV91w,False,Not Child Directed,"The video's title, ""Greeicy ft Mike Bahía - Amantes (Video Oficial)"", and thumbnail suggest a romantic theme, which is not suitable for children.  The presence of two adults in close proximity further indicates that the content is not intended for a child audience."
665,287,ndiq4VXO6LE,False,Not Child Directed,"The video features a solo musical performance by Bruna Karla.  The thumbnail shows an adult woman singing into a microphone. The title, ""Bruna Karla - Cicatrizes (Live Session)"", suggests a mature musical performance, not content designed for children. There are no child-appealing elements present."
666,288,B5PsIN_FkF4,False,Not Child Directed,"The video's thumbnail shows a group of shirtless muscular men and a woman, suggesting themes and visuals not suitable for children.  The title, ""Mayra Andrade - Afeto (Official Video)"", does not indicate child-directed content.  Therefore, it is classified as ""Not Child Directed""."
667,289,M6mro7JV4fw,False,Not Child Directed,"The title and thumbnail do not suggest that the video is child-directed.  The title is in Portuguese, and the thumbnail shows a young woman, suggesting a music video aimed at an adult audience. There are no child-appealing elements present."
668,290,bMFGP35xnD4,False,Not Child Directed,The thumbnail shows two adult singers. The title mentions a live performance.  There is nothing to suggest that this content is designed for or appeals to children.
669,291,QxamVP2dJCA,False,Not Child Directed,"The video is a live music performance by Pixote, a Brazilian samba group. The title and thumbnail suggest a mature audience, and live music performances generally do not meet the criteria for child-directed content."
670,292,r9WW6whBB48,False,Not Child Directed,The video is a music video featuring a young adult woman singing.  The title and thumbnail do not suggest child-directed content.  Music videos generally do not meet the criteria for child-directed content unless specifically designed for children.
671,293,apWYFosjioo,False,Not Child Directed,"The video's title, ""LUDMILLA - Sintoma de Amor / Depois do Amor / Agenda,"" and thumbnail suggest a music video with a mature artist.  The title includes terms like ""Amor"" (love) which, while not inherently inappropriate, is not typically a theme in child-directed content.  There is no indication of child-appealing elements such as cartoons or family-friendly themes."
672,294,bjVvUDXqU74,False,Not Child Directed,The video is a music video with a religious theme.  The thumbnail shows an adult woman singing. The title mentions the artist's name. There are no child-appealing elements present.
673,295,Tu4sXwpY6S0,False,Not Child Directed,"The video is a live acoustic performance by the band Natiruts.  The music genre is reggae, and the thumbnail shows adult musicians playing instruments. The title mentions a live performance in Rio de Janeiro. There are no child-appealing elements present."
674,296,NPpELzyP4rw,False,Not Child Directed,"The title ""Paulo Londra - Tal Vez (Official Video)"" suggests a music video, and music videos generally do not fall under child-directed content unless explicitly made for children.  The thumbnail shows a young adult in a supermarket, which is not indicative of child-directed content."
675,297,mZ9yZYo9Mmk,False,Not Child Directed,"The video is a live performance of a religious song.  The thumbnail shows an adult singer and a crowd of adults. The title mentions ""AO VIVO"" (live) which further suggests an adult audience. There are no child-appealing elements present."
676,298,bWUaznyZLd0,False,Not Child Directed,The thumbnail shows two adult men singing. The title mentions a live performance and includes the names of adult artists.  There is nothing in the title or thumbnail to suggest that this video is intended for or would appeal to children.
677,299,kNJPalON82E,False,Not Child Directed,"The title mentions a religious theme, and the thumbnail shows a singer performing on a stage in front of a large audience.  These elements do not align with criteria for child-directed content."
678,300,tLcfAnN2QgY,False,Not Child Directed,"The video is a music video for a pop song.  The thumbnail shows a man singing, which is not child-appealing. The title includes the name of a singer and a song title, which is not indicative of child-directed content.  There is no indication of child-friendly elements such as cartoons or family-friendly themes."
679,301,sesss3X4a1w,False,Not Child Directed,"The thumbnail shows a woman singing in what seems to be a concert. The title mentions a name and the word ""final"", which does not suggest child-directed content.  There is nothing in the title or thumbnail to suggest that this video is designed for children or includes child-appealing elements."
680,302,Lby39cvOemI,False,Not Child Directed,"The video discusses COVID-19 symptoms, a topic inappropriate for children.  The title and thumbnail do not suggest child-friendly content."
681,303,wXyQbHfdPqw,False,Not Child Directed,"The thumbnail shows a woman in what seems to be a dramatic scene.  The title mentions a song, but it is not a children's song.  Based on the title and thumbnail, the video does not appear to be child-directed."
682,304,kRt2sRyup6A,False,Not Child Directed,"The video is a music video for a Spanish-language song.  The thumbnail shows a man with long hair, and the title suggests a mature theme.  There are no child-appealing elements present."
683,305,7-Ikexq03O0,False,Not Child Directed,"The title and thumbnail do not suggest that the video is child-directed.  The title mentions an artist and song title, suggesting a music video aimed at a general audience.  There is nothing in the thumbnail to suggest child-appropriate content."
684,306,OST41MmjdTQ,False,Not Child Directed,"The title ""Prince Royce - El Amor Que Perdimos (Official Video)"" suggests a romantic theme, which is not suitable for children.  The thumbnail shows a young adult male, further indicating that the content is not intended for a child audience."
685,307,-9l5t3MWss8,False,Not Child Directed,"The title ""Juanes - Es Por Ti (Official Music Video)"" suggests a music video by a known artist, not content explicitly made for children.  The thumbnail shows an adult male singer, which further indicates that the content is not directed towards children."
686,308,NAG98gpC8Hw,False,Not Child Directed,The video is a live acoustic performance of a song by the musical duo HA-ASH.  The title and thumbnail do not suggest child-directed content. The music genre and the performance style are not typically associated with children's entertainment.
687,309,oFbgfkh4cj8,False,Not Child Directed,"The thumbnail shows a picture of Albert Einstein, and the title mentions the theory of relativity.  These are not typically considered child-directed topics. The subject matter is complex and would not be easily understood by children."
688,310,yBAx5nBdJqU,False,Not Child Directed,"The video is a music video with a space theme. While the visuals might appeal to some children, the content is not explicitly created for children and does not contain child-appealing elements such as cartoonish characters or simple narratives.  The title and artist suggest a music video aimed at a general audience, not specifically children."
689,311,ZpXD-ExMfmE,False,Not Child Directed,"The title ""Alfredo Olivas - En Definitiva"" and the thumbnail suggest a music video with adult themes and is not intended for children."
690,312,R9rVapGCf2c,False,Not Child Directed,"The title, ""Natti Natasha X Romeo Santos - La Mejor Versión De Mi (Remix) [Official Video]"", and the thumbnail suggest a music video with mature themes and artists, not typically associated with children's content.  The presence of adult artists and a remix further indicates that this is not child-directed content."
691,313,1Jw_mhoCiFY,False,Not Child Directed,The video is a music video featuring a romantic subplot between two adults.  The presence of a romantic relationship and the lack of child-appealing elements such as cartoonish visuals or child-friendly themes indicates that the content is not directed towards children.
692,314,DwRR59ektIs,False,Not Child Directed,"The video is a workout video, and therefore does not meet the criteria for child-directed content."
693,315,NUsoVlDFqZg,False,Not Child Directed,"The video is a music video featuring Enrique Iglesias and other artists.  The thumbnail shows adults in a tunnel, and the title suggests a song, not content explicitly designed for children.  There are no child-appealing elements present in the thumbnail or title."
694,316,DF3XjEhJ40Y,False,Not Child Directed,"The title ""Indila - Love Story (Official Music Video)"" and the thumbnail do not suggest child-directed content.  Love stories are generally not considered appropriate for young children, and the thumbnail shows a young woman, suggesting a mature theme."
695,317,lwFvC4dFx0o,False,Not Child Directed,The video features a musical performance by adult artists. The song title and thumbnail do not suggest child-directed content.  The music genre and the artists involved are not typically associated with children's entertainment.
696,318,05dcxPp62BQ,False,Not Child Directed,"The video is a music video for a romantic ballad.  The title, ""Me Dedique A Perderte"" (I Dedicated Myself to Losing You), and the image of a man with a romantic expression suggest a mature theme inappropriate for children.  There are no child-appealing elements present."
697,319,7mox58jIAdA,False,Not Child Directed,The video is a live performance of a song by the musical group HA-ASH.  The title and thumbnail do not suggest child-directed content.  Live music performances typically do not meet the criteria for child-directed content.
698,320,-hMC8pQkEmk,False,Not Child Directed,"The video is a music video featuring Christina Aguilera.  Based on the title and thumbnail, the content does not appear to be designed for children, nor does it contain child-appealing elements. The video is likely to contain mature themes or content inappropriate for children."
699,321,TapXs54Ah3E,False,Not Child Directed,The video is a music video for a song by J. Balvin.  The title and thumbnail do not suggest child-directed content. Music videos generally do not meet the criteria for child-directed content unless specifically designed for children.
700,322,P2zOb0HGdxg,False,Not Child Directed,"The thumbnail shows a woman in a dark, edgy outfit in what seems to be a post-apocalyptic setting.  The title, ""Natalia Jimenez - Creo en Mi,"" suggests a music video, and the overall aesthetic does not align with child-directed content.  There are no child-appealing elements present."
701,323,98Akpf1ph2o,False,Not Child Directed,"The video is a music video for a song by the band Café Tacvba.  The thumbnail shows a black and white image of a person, which is not child-appealing. The title does not suggest that the content is for children.  Therefore, it does not meet the criteria for child-directed content."
702,324,b8I-7Wk_Vbc,False,Not Child Directed,The video is a music video with mature themes and features adult artists.  The title and thumbnail do not suggest child-directed content.
703,325,dcMlG1UA-jU,False,Not Child Directed,"The video is a cooking tutorial focused on making idlis, a South Indian dish. While the visuals might be appealing to some children, the content is primarily instructional and not designed for children.  It lacks child-appealing elements such as cartoon characters or simplified language, and the topic itself is not inherently child-focused."
704,326,2q_XCn1AEoQ,False,Not Child Directed,"The video is a recipe for fruit custard. While the visuals may be appealing to some children, the content is primarily instructional and not designed specifically for a child audience.  It does not feature child-appealing elements such as cartoon characters or simplified language. Therefore, it does not meet the criteria for child-directed content."
705,327,FdDMrIxTsxQ,False,Not Child Directed,"The video is a cooking tutorial for a Rajasthani dish.  It does not contain child-appealing elements such as cartoons, animation, or child-friendly themes. The content is focused on food preparation and is not designed for children."
706,328,IsPOtygII-Q,False,Not Child Directed,"The video features Bollywood actors Shah Rukh Khan and Madhuri Dixit.  The song is a romantic Bollywood number, and the thumbnail shows the actors in a romantic pose.  These elements are not suitable for children."
707,329,Il26S9uBQT4,False,Not Child Directed,"The video is a cooking tutorial for a specific dish.  While the visuals may be appealing to some children, the content is primarily instructional and not designed for children.  It does not contain child-appealing elements such as cartoons or characters, and the subject matter (cooking) is not typically considered child-directed unless specifically designed for children (e.g., ""Cooking for Kids"")."
708,330,P4fzOSVy6-o,False,Not Child Directed,"The video contains a romantic scene between two adults.  The song, while melodic, is not a children's song. The overall theme and visuals are not suitable for children."
709,331,GZixqLxpihw,False,Not Child Directed,"The video is a cooking tutorial for a South Indian dish called Rasam.  The title and thumbnail do not suggest child-directed content.  Cooking tutorials are generally not considered child-directed unless specifically designed for children (e.g., ""Cooking for Kids"")."
710,332,K4e9ubvt3AA,False,Not Child Directed,"The video is a cooking tutorial for a peanut chutney recipe.  It does not contain any child-appealing elements such as cartoons, animation, or child-friendly themes. The content is instructional and focuses on a culinary topic, making it unsuitable for children without adult supervision."
711,333,V98MgC_MUUE,False,Not Child Directed,"The video is a cooking tutorial for making hummus, which is not typically considered child-directed content.  While the visuals may be appealing to some children, the content itself is focused on a culinary process and does not include child-appealing elements such as cartoons, animation, or simplified language.  The presence of a chef also suggests an adult audience."
712,334,BNWjSidvQiU,False,Not Child Directed,"The video is a cooking tutorial for making green chili sauce.  It does not contain child-appealing elements such as cartoons, animation, or child-friendly themes. The content is instructional and geared towards adults interested in cooking."
713,335,soUKwdZS2zA,False,Not Child Directed,"The video shows a recipe for Lauki Kofta Curry.  The thumbnail shows a dish of food, which is not child-appealing. The title mentions a specific type of curry, which is not typically associated with children's content. Therefore, it does not meet the criteria for child-directed content."
714,336,kRShwNqBQaw,False,Not Child Directed,"The video is a cooking tutorial for Rajma Masala, an Indian dish.  The thumbnail shows a close-up of the food, and the title mentions a recipe.  There are no child-appealing elements present, and the content is not designed for children."
715,337,yVDz0Av-s2A,False,Not Child Directed,"The video is a recipe for Indian-style macaroni pasta. While the food itself might appeal to children, the video does not contain child-appealing elements such as cartoonish visuals, light-hearted themes, or simplified language.  It's a standard cooking tutorial, not explicitly designed for children."
716,338,vYO2e40nbIg,False,Not Child Directed,"The video is a cooking tutorial for a Maharashtrian snack.  The thumbnail shows the food and the chef, which is not child-appealing. The title mentions specific ingredients and a regional cuisine, which is not typically geared towards children.  There are no cartoonish visuals or child-friendly elements present."
717,339,FTIjbV6yczo,False,Not Child Directed,"The video is a cooking tutorial for Dal Makhani, an Indian dish.  The thumbnail shows a food item and the title mentions a recipe. This is not typically considered content designed for or appealing to children."
718,340,Z2wTN1qjlMQ,False,Not Child Directed,"The video features religious themes and a devotional song, which are not typically considered child-directed content.  The visuals, while colorful, are not cartoonish or animated in a way that would appeal primarily to children. The title and subject matter are not aimed at a child audience."
719,341,R2xk_LsETm0,False,Not Child Directed,"The thumbnail contains images of brains and text in Hindi and English related to IQ levels.  The title mentions ""brain power"" and ""IQ level increase,"" which are not typically child-directed topics.  Therefore, the video is not considered child-directed."
720,342,nnGp34b10qI,False,Not Child Directed,"The video is a cooking tutorial focused on making a specific Indian sweet.  The thumbnail shows food, and the title mentions a recipe. There are no child-appealing elements present, such as cartoons, animation, or child-friendly themes.  The content is instructional and not designed for children."
721,343,-9WO1eGMQu8,False,Not Child Directed,"The video is a recipe for chocolate ice cream. While the visuals may be appealing to some children, the content is primarily focused on cooking and does not include child-appealing elements such as cartoonish visuals, light-hearted themes, or simplified narratives.  The title mentions ""3 ingredients only"", which is not typically a child-directed concept. Therefore, it does not meet the criteria for child-directed content."
722,344,Mc9WSGhPshE,False,Not Child Directed,"The title, ""Lyodra - Mengapa Kita #TerlanjurMencinta (Official Music Video)"", suggests a romantic theme, which is not suitable for children.  The thumbnail shows a young woman in a romantic setting, further supporting this conclusion."
723,345,Rgszfmk7ti0,False,Not Child Directed,"The thumbnail shows a woman in silhouette in a dark setting. The title mentions two artists' names, suggesting a music video.  These elements do not align with criteria for child-directed content.  Music videos typically do not have child-appealing elements and are not designed for children."
724,346,XQzHF8DGYp8,False,Not Child Directed,"The title mentions a song and an official music video, which are not typically associated with content made for children.  The thumbnail shows two young adults, suggesting a target audience beyond children."
725,347,J5d2QBc0rvU,False,Not Child Directed,"The video's title, ""Chintya Gabriella - LELAH DILATIH RINDU (Official Music Video + Lyric)"", and the thumbnail suggest a music video with romantic themes.  The title includes the word ""rindu"" which translates to ""miss"" or ""longing"", indicating a focus on romantic feelings.  This, combined with the image of a woman sitting alone at night, suggests a mature and melancholic theme, making it inappropriate for children."
726,348,oaFj0lRi3gw,False,Not Child Directed,"The title, ""Lyodra - Pesan Terakhir (Official Music Video)"", suggests a romantic theme or a mature storyline, which is not suitable for children.  The thumbnail shows two young adults in close proximity, further indicating a romantic context.  These elements do not align with the criteria for child-directed content."
727,349,CJC5PY5erzI,False,Not Child Directed,"The thumbnail shows a young man with a somber expression, and the title mentions an official music video.  This suggests a mature theme and is not likely to appeal to children."
728,350,6NsiA6GFAbU,False,Not Child Directed,"The title ""Anggi Marito - Tak Segampang Itu (Official Music Video)"" does not suggest child-directed content.  Based on the thumbnail, a young woman in an elegant dress is singing. This does not align with typical child-directed content, which usually features bright colors, cartoon characters, or themes easily understood by children. The song title, while not explicitly adult, is not suggestive of a children's song."
729,351,FocFked1TbQ,False,Not Child Directed,"The title mentions ""Surat Cinta"" which translates to ""Love Letter,"" suggesting a romantic theme.  The thumbnail shows a person typing on a typewriter, which is not typically associated with children's content.  Therefore, it's unlikely to be child-directed."
730,352,PVIvHCX35hU,False,Not Child Directed,"The title and thumbnail do not suggest that the video is child-directed. The title includes the name of a singer and the title of a song, which is not typically associated with children's content. The thumbnail shows two young adults in a romantic setting, which is not appropriate for children."
731,353,b5ZQob-mDGM,False,Not Child Directed,"The title, ""Rizky Febian - Hingga Tua Bersama [Official Music Video]"", suggests a romantic theme, which is not suitable for children.  The thumbnail shows a blindfolded person at a table with a rose, further reinforcing the romantic and mature context.  Therefore, it does not meet the criteria for child-directed content."
732,354,E7NgR0LEMbI,False,Not Child Directed,"The video is a lyric video for a song by a popular Indonesian singer.  The thumbnail shows a young adult male, and the title includes the artist's name and song title. There is nothing in the title or thumbnail to suggest that the content is designed for or appeals to children."
733,355,Ic8whn-t0Io,False,Not Child Directed,"The title ""Rizky Febian - Makna Cinta #GarisCinta Part 3 [Official Music Video]"" suggests a romantic theme, which is not suitable for children.  The thumbnail shows two adults in close proximity, further indicating a romantic context.  Therefore, the video is not considered child-directed."
734,356,oCN3BUBlErc,False,Not Child Directed,"The video is a music video with a romantic theme, featuring two teenagers.  While the visuals are not overtly violent or sexual, the romantic subplot and the lack of child-appealing elements such as cartoons or whimsical themes make it inappropriate for children."
