Unnamed: 0,Video Id,Primary Label,Predicted Label,Response
150,qv6KlvdgpHc,Not Child Directed,Not Child Directed,"The video is a commercial for MBC, featuring adults in a comedic setting.  The humor and themes are not geared towards children, and the visuals, while colorful, are not cartoonish or child-like. The presence of money and adult actors makes it inappropriate for a child audience."
151,wX0_rgj7d-4,Not Child Directed,Not Child Directed,"The video is a cooking tutorial showing how to make fried fish.  It does not contain any child-appealing elements, such as cartoonish visuals, light-hearted themes, or simplified narratives. The content is primarily instructional and focuses on a culinary process, making it unsuitable for a child audience."
152,aKCL3I5iQ18,Not Child Directed,Not Child Directed,"The video features an adult male singer in a purple shirt.  The song is in Arabic, and the lyrics and overall tone are not suitable for children. The video does not contain child-appealing elements."
153,KZYqugtbcG0,Not Child Directed,Not Child Directed,"The video features a female singer, Sherine, and is primarily a music video.  The visuals are stylized but not cartoonish or child-like. The song is not a children's song, and there are no child-appealing elements present. Therefore, it does not meet the criteria for child-directed content."
154,qKVW_wJs91Q,Not Child Directed,Not Child Directed,"The video features a young man singing a song in Arabic. While the song itself is not explicitly violent or sexually suggestive, it does not contain any elements that would typically appeal to children.  The visuals are simple and not cartoonish. The song is not a children's song or nursery rhyme. Therefore, it is not considered child-directed."
155,WOPMpEjSGSs,Not Child Directed,Not Child Directed,"The video contains a romantic subplot between two adults, which is not appropriate for children.  The song is not a children's song. Therefore, it does not meet the criteria for child-directed content."
156,PpgS4WeHrZk,Not Child Directed,Not Child Directed,"The music video contains a romantic subplot and features adult themes, making it inappropriate for children.  The song is not a children's song, and the visuals are not child-appealing. The presence of a masked woman and suggestive movements further reinforces this classification."
157,4I4WCj1KoSA,Not Child Directed,Not Child Directed,"The video is a cooking tutorial showing how to prepare a chicken dish.  It does not contain any child-appealing elements, such as cartoonish visuals, light-hearted themes, or simplified narratives. The content is focused on a culinary process, which is not typically of interest to children. Therefore, it is not considered child-directed."
158,B6GrWH8O8h4,Not Child Directed,Not Child Directed,"The video features an adult male actor in a somewhat disheveled appearance.  The content is not explicitly created for children, nor does it contain child-appealing elements such as bright colors, cartoonish characters, or simple narratives. The actor's expressions and the overall tone are not suitable for a child audience."
159,pGmBhKO49cE,Not Child Directed,Not Child Directed,"The video shows a cooking process of a dessert.  There are no child-appealing elements, and the content is not explicitly created for children. "
160,O--o-O-ABBw,Not Child Directed,Not Child Directed,"The video features two adult singers performing a song together.  There are no child-appealing elements such as cartoons, child-friendly themes, or simple narratives. The song itself is not a children's song. The overall tone and style of the video are not aimed at a child audience."
161,_Fwf45pIAtM,Not Child Directed,Not Child Directed,"The music video features a male singer winking and laughing.  There are women dancing in the background. The song is in Arabic. While the visuals are colorful, the overall theme and style are not geared towards children. The song itself is not a children's song."
162,bvVAc6FPx2c,Not Child Directed,Not Child Directed,"The video shows three children sitting on a rock formation. While the children are the main focus, the overall aesthetic and lack of dialogue or clear narrative make it difficult to definitively classify it as child-directed.  There are no overtly child-appealing elements such as bright colors, cartoonish characters, or simple storylines. The setting and mood are somewhat ambiguous, and there is no clear indication of the video's intended audience."
163,igIdKdjU5WE,Not Child Directed,Not Child Directed,"The video depicts a woman sitting on a couch looking distressed.  The title mentions ""anxiety and depression."" These themes are not suitable for children. The video is therefore not child-directed."
164,WtE2DRRJayg,Not Child Directed,Not Child Directed,"The video features a male singer performing a song.  The song is in Arabic. While the visuals are not explicitly violent or sexually suggestive, the content is not designed for children and lacks child-appealing elements such as cartoons or child-friendly themes. The song itself is not a children's song, and the overall aesthetic is not geared towards a younger audience."
165,fZc7PFVhje8,Not Child Directed,Not Child Directed,"The music video features an adult singer in a sophisticated setting. The song is in Arabic, and the lyrics and overall tone are not aimed at children.  There are no child-appealing elements present."
166,s9-z7z_L8lY,Not Child Directed,Not Child Directed,"The video discusses the health benefits and risks of hibiscus tea, a topic not typically of interest to children.  The language used is Arabic, and the visuals are not child-appealing. The content is primarily informational and geared towards adults interested in health and wellness."
167,nkeLYw18xPk,Not Child Directed,Not Child Directed,The video contains a serious and intense scene with an adult actor.  The setting and the actor's expression are not child-friendly. There are no child-appealing elements present.
168,uv2_g7wCvdw,Not Child Directed,Not Child Directed,The video contains a song with Arabic lyrics and features two adult actors.  The setting and storyline do not appear to be child-friendly. There are no child-appealing elements present.
169,ESS0M-OPfY0,Not Child Directed,Not Child Directed,"The video shows a recipe for pickled olives.  It does not contain any child-appealing elements, such as cartoonish visuals, light-hearted themes, or simplified narratives. The content is primarily instructional and focuses on food preparation, making it unsuitable for a child audience."
170,Ik-CCxMVNEA,Not Child Directed,Not Child Directed,"The video features a female singer performing on stage. The song is in Arabic, and the visuals are of a live concert setting. There are no child-appealing elements present, and the content is not explicitly created for children.  The music and performance style are not suitable for a child audience."
171,m0_SMiOecko,Not Child Directed,Not Child Directed,"The video features a young boy with a serious expression, suggesting a theme that may not be suitable for children.  The overall mood and visual style are not child-appealing. While the presence of a child does not automatically make content child-directed, the context and presentation in this video do not align with criteria for child-directed content."
172,UFfb4zBFh7A,Not Child Directed,Not Child Directed,"The video is an interview with an older gentleman discussing a serious topic.  The content is not designed for children, nor does it contain child-appealing elements. The language used is Arabic."
173,jVClYcBpKeA,Not Child Directed,Not Child Directed,The video shows a woman in a red dress at what appears to be a formal event. There are no child-appealing elements present. The content is not designed for children and would not appeal to them.
174,D5NAnL7oyBg,Not Child Directed,Not Child Directed,"The video is a cooking tutorial featuring adult-oriented food preparation and does not contain any child-appealing elements or features commonly enjoyed by children.  The presenter is an adult, and the content is not designed for children."
175,teeYFzdsQYU,Not Child Directed,Not Child Directed,"The video depicts a missile launch and a map highlighting conflict zones, which are not suitable for children.  The content is serious in nature and deals with geopolitical issues, making it inappropriate for a child audience."
176,EgryNGwH14o,Not Child Directed,Not Child Directed,"The video is a walkthrough of a video game. The game's visuals are dark and gritty, and the gameplay involves navigating a dangerous environment.  There are no child-appealing elements present. The spoken language is English."
177,zHPy3btY6no,Not Child Directed,Not Child Directed,"The video discusses government agencies and their response to a crisis.  The subject matter and tone are not appropriate for children. The speakers are adults, and the discussion is serious and complex."
178,GbTBLTwUWrs,Not Child Directed,Not Child Directed,"The video discusses nuclear war, a topic inappropriate for children.  The visuals include an explosion and a missile launch, which are also not suitable for a child audience. The spoken language is English."
179,AOVg2aLjIiU,Not Child Directed,Not Child Directed,"The video is a cinematic trailer for the video game Path of Exile 2.  It features dark fantasy themes, a shadowy, hooded figure, and an overall tone that is not suitable for children. The visuals and atmosphere are not child-appealing, and the content is not designed for a child audience."
180,R3Z0PRSS5e4,Not Child Directed,Not Child Directed,"The video features an adult actor in a science fiction setting.  There are no child-appealing elements such as cartoons, animation, or child-friendly themes. The content and presentation are not geared towards a child audience."
181,ivJZpIS_juQ,Not Child Directed,Not Child Directed,"The video is a news segment discussing Elon Musk and political figures.  The content is not designed for children, nor does it contain child-appealing elements. The discussion involves complex political topics and adult themes, making it inappropriate for a child audience."
182,6vPhcRew8hA,Not Child Directed,Not Child Directed,"The video features a muscular, tattooed man in a gym setting.  The overall aesthetic and the subject matter are not appropriate for children."
183,6Ui1-K6K35c,Not Child Directed,Not Child Directed,"The video discusses a scientific topic (the largest organism on the planet) using complex terminology and visuals that are not typically associated with children's content.  The presenter is an adult, and the content is not designed to entertain or educate children specifically."
184,gDLr7sGMiMs,Not Child Directed,Not Child Directed,"The video shows gameplay of a video game with mature themes and violence.  The title ""PROGRESS WIPED"" and the on-screen counter suggest a competitive or challenging aspect, not suitable for children. There are no child-appealing elements present."
185,yTmdirvwI9U,Not Child Directed,Not Child Directed,"The video is an interview with actor Josh Brolin.  The content is not designed for children, nor does it contain child-appealing elements. The interview is conducted in English and discusses adult themes."
186,aitlix5WYqY,Not Child Directed,Not Child Directed,"The video discusses geopolitical and economic issues related to the automotive industry, which are not suitable for children.  The presenter's tone and the subject matter are not child-appealing. The video contains no child-directed elements."
187,wELhRVDmicA,Not Child Directed,Not Child Directed,The video depicts a person wielding a lightsaber in a dark and mysterious setting.  The overall tone and imagery are not suitable for children. There are no child-appealing elements present.
188,WvfiG_mhN80,Not Child Directed,Child Directed,"The video uses cartoonish characters and animation, making it visually appealing to children.  The topic, while educational, is presented in a simple and engaging way suitable for a younger audience. The overall tone and style are light-hearted and playful."
189,ucUBNCRJzsI,Not Child Directed,Not Child Directed,The video discusses a consumer complaint about a product that has been out of stock for two years. The presenter's expression is one of frustration and concern.  There are no child-appealing elements present. The content is not designed for children and would not be considered appropriate for a child audience.
190,qpLAkDAs0Kc,Not Child Directed,Not Child Directed,"The video is a tutorial about software updates, which is a topic not typically of interest to children.  The presenter is an adult, and the content is presented in a manner not designed to appeal to children."
191,I8UScN2tcrA,Not Child Directed,Not Child Directed,"The video is a product review of travel accessories.  The presenter is an adult woman, and the content is not designed for children. There are no child-appealing elements present."
192,YDYjGeuhaF8,Not Child Directed,Not Child Directed,"The video is a news segment discussing political issues.  The content is not designed for children, nor does it contain child-appealing elements. The discussion of political decisions and failures is inappropriate for a child audience."
193,bOlPeteJnu4,Not Child Directed,Not Child Directed,"The video discusses the New York Giants football team, a topic not typically of interest to children.  The video's content and style are geared towards sports fans, not children. The presenter is an adult, and the discussion is about professional sports, which is not a child-directed topic."
194,t37rAWDPFOs,Not Child Directed,Not Child Directed,"The video depicts a scene from a video game with violent content, making it unsuitable for children."
195,TBBVMwNOhaQ,Not Child Directed,Not Child Directed,"The video is a product review of watches.  The presenter is an adult, and the content is focused on the features and pricing of the watches, which is not typically of interest to children. There are no child-appealing elements present."
196,Wp5SxHAeGmY,Not Child Directed,Not Child Directed,"The video depicts a harvest in Gaza during wartime.  It features a young woman reporting on the challenges faced by farmers. The content is serious and deals with mature themes of war and its impact on civilian life.  The visuals are not cartoonish or child-appealing, and the subject matter is not suitable for children. The spoken language is English."
197,vpHijDv1S60,Not Child Directed,Not Child Directed,"The video is a reaction video to a football match. It features adult men discussing the game, and the overall tone and content are not suitable for children."
198,yQqMw73aHCk,Not Child Directed,Not Child Directed,"The video features two young adult males reacting to a video game.  While the game itself has cartoonish graphics, the overall content and the reactions of the two men are not aimed at children. The humor is not child-friendly, and the context is not educational or designed for a child audience."
199,lxcpH6kvnmg,Not Child Directed,Not Child Directed,"The video features three adult women singing a song.  The song's title translates to ""Bandit Heart."" There are no child-appealing elements present. The video is not explicitly created for children and does not contain elements commonly enjoyed by children."
200,2FrCTr0crAo,Not Child Directed,Not Child Directed,"The video features an adult male singer-songwriter performing a song.  The visuals are not cartoonish or animated, and the song's lyrics and overall tone are not geared towards children. There are no child-appealing elements present."
201,saalFn025fU,Not Child Directed,Not Child Directed,"The video is a musical performance by Péricles.  The music and performance style are not aimed at children. The content is not designed for children, nor does it contain child-appealing elements.  The language is Portuguese."
202,iTsyDiyOF7o,Not Child Directed,Not Child Directed,"The video features three adult men singing.  The song is not a children's song, and there are no child-appealing elements present. The content is not designed for children."
203,fVFp1fRFZNU,Not Child Directed,Not Child Directed,"The video is a music video featuring a male singer and several other performers.  The music is upbeat but not child-like. The visuals are not cartoonish or child-appealing. The song is in Portuguese and does not appear to be a children's song. Therefore, it does not meet the criteria for child-directed content."
204,9dsUVU7ERK4,Not Child Directed,Not Child Directed,"The video features a young adult male singer performing a song.  The song is not a children's song, and the video lacks child-appealing elements such as cartoonish visuals or light-hearted themes. The singer's appearance and the overall tone of the video are not geared towards a child audience."
205,QCvxxurNriE,Not Child Directed,Not Child Directed,"The video features two adult male singers performing a song.  There are no child-appealing elements such as cartoons, animation, or child-friendly themes. The song itself is not a children's song. Therefore, it does not meet the criteria for child-directed content."
206,On3b_3v26YU,Not Child Directed,Not Child Directed,"The video features a woman singing a song.  While the visuals are pleasant, the song is not a children's song, and there are no child-appealing elements present. The target audience appears to be adults interested in religious or gospel music."
207,t_shSXXV91w,Not Child Directed,Not Child Directed,"The music video features two young adults in a romantic setting.  The lyrics, while not explicitly explicit, are about romance and are not suitable for children. The visuals are not cartoonish or child-like. Therefore, it does not meet the criteria for child-directed content."
208,ndiq4VXO6LE,Not Child Directed,Not Child Directed,"The video features a solo musical performance by an adult singer.  The song is not a children's song, and there are no child-appealing elements present. The overall tone and style of the video are not geared towards a child audience."
209,B5PsIN_FkF4,Not Child Directed,Not Child Directed,"The music video features scantily clad women, suggestive dancing, and a predominantly adult audience.  The themes and visuals are not appropriate for children."
210,M6mro7JV4fw,Not Child Directed,Not Child Directed,"The video is a music video with a singer.  The song is in Portuguese. While the visuals are not overtly violent or sexual, the content is not designed for children and lacks child-appealing elements. The song's theme and style are not typically associated with children's entertainment."
211,bMFGP35xnD4,Not Child Directed,Not Child Directed,"The video features two adult singers performing a song.  The visuals are not cartoonish or animated, and the song's theme and lyrics are not geared towards children. The overall tone and style of the video are not suitable for a child audience."
212,QxamVP2dJCA,Not Child Directed,Not Child Directed,"The video features a musical performance by an adult artist.  The music and visuals are not designed for children, and there are no child-appealing elements present. The content is not educational or aimed at a young audience."
213,r9WW6whBB48,Not Child Directed,Not Child Directed,"The video features a young adult woman singing a song.  The song is in Portuguese. While the visuals are not overtly violent or sexual, the content is not designed for children and lacks child-appealing elements such as cartoonish graphics or simple narratives. The song itself is not a children's song."
214,apWYFosjioo,Not Child Directed,Not Child Directed,"The video contains a music video with a female artist singing in Portuguese.  The song is not a children's song, and the video does not contain any child-appealing elements. Therefore, it is not considered child-directed."
215,bjVvUDXqU74,Not Child Directed,Not Child Directed,"The video is a music video with a religious theme.  The song is sung in Portuguese. While the singers are women, there are no child-appealing elements such as cartoons or child-friendly themes. The song itself is not a children's song, and the overall tone and style of the video are not aimed at children."
216,Tu4sXwpY6S0,Not Child Directed,Not Child Directed,"The video features a musical performance by a band.  The music is not explicitly created for children, and there are no child-appealing elements present. The musicians are adults, and the overall tone and style of the video are not suitable for a child audience."
217,NPpELzyP4rw,Not Child Directed,Not Child Directed,The video shows a young man walking through a supermarket. There are no child-appealing elements present. The content is not explicitly created for children and does not include features commonly enjoyed by children.
218,mZ9yZYo9Mmk,Not Child Directed,Not Child Directed,The video is a music video with religious themes.  The song is in Portuguese and features an adult singer performing in front of a large group of people. There are no child-appealing elements present. The content is not explicitly created for children and does not include features commonly enjoyed by children.
219,bWUaznyZLd0,Not Child Directed,Not Child Directed,"The video is a live performance of a religious song.  The performers are adults, and the song's lyrics and overall tone are not geared towards children. There are no child-appealing elements present."
220,kNJPalON82E,Not Child Directed,Not Child Directed,"The video is a live performance of a religious song.  The song itself is not explicitly for children, and the visuals are of a concert setting with an adult singer and audience. There are no child-appealing elements present."
221,tLcfAnN2QgY,Not Child Directed,Not Child Directed,"The video features a male singer, Enrique Iglesias, performing a song.  The visuals are dark and moody, and the song's themes are not child-appropriate. There are no child-appealing elements present."
222,sesss3X4a1w,Not Child Directed,Not Child Directed,"The video features a woman singing a song.  The song is not a children's song, and the video does not contain any child-appealing elements. The video is not explicitly created for children and does not meet the criteria for child-directed content."
223,Lby39cvOemI,Not Child Directed,Not Child Directed,The video discusses COVID-19 symptoms in Spanish.  The topic and presentation style are not geared towards children.
224,wXyQbHfdPqw,Not Child Directed,Not Child Directed,"The video contains a woman in a dimly lit setting, wearing a dress.  There are no child-appealing elements present. The overall mood is not light-hearted or playful, and the content is not suitable for children."
225,kRt2sRyup6A,Not Child Directed,Not Child Directed,"The video contains a man with long hair, and the overall mood is somber and serious. There are no child-appealing elements such as bright colors, cartoonish characters, or light-hearted themes. The music video does not appear to be designed for children, and it lacks elements that would typically appeal to a child audience."
226,7-Ikexq03O0,Not Child Directed,Not Child Directed,"The video features two young adults, a man and a woman, interacting in a romantic setting.  The woman is eating snacks, and the man is playing an acoustic guitar. There are no child-appealing elements such as cartoons, animation, or child-friendly themes. The content is not explicitly created for children and does not include features commonly enjoyed by children. Therefore, it is not considered child-directed."
227,OST41MmjdTQ,Not Child Directed,Not Child Directed,"The video contains a young adult male singing in a dimly lit urban setting.  There are no child-appealing elements such as cartoons, bright colors, or child-friendly themes. The song itself is not a children's song. Therefore, it does not meet the criteria for child-directed content."
228,-9l5t3MWss8,Not Child Directed,Not Child Directed,"The music video features an adult male singer performing a song.  There are no child-appealing elements such as cartoonish visuals, light-hearted themes, or simple narratives. The song itself is not a children's song. Therefore, it does not meet the criteria for child-directed content."
229,NAG98gpC8Hw,Not Child Directed,Not Child Directed,"The video is a music performance by two adult women.  The song is not a children's song, and there are no child-appealing elements present. The audience is comprised of adults. Therefore, it does not meet the criteria for child-directed content."
230,oFbgfkh4cj8,Not Child Directed,Not Child Directed,"The video discusses Einstein's theory of relativity, a complex scientific concept inappropriate for children.  The visuals are not child-appealing, and the content lacks elements typically enjoyed by children. The spoken language is Spanish."
231,yBAx5nBdJqU,Not Child Directed,Not Child Directed,"The video features a grayscale depiction of the planet Saturn, accompanied by text in Spanish that reads ""En Saturno.""  There are no child-appealing elements such as cartoonish visuals, light-hearted themes, or simple narratives. The content is not explicitly designed for children and lacks features commonly enjoyed by them. Therefore, it is not considered child-directed."
232,ZpXD-ExMfmE,Not Child Directed,Not Child Directed,"The music video features two adults in formal attire, walking in a garden at night.  The overall tone and style are not suitable for children. There are no child-appealing elements present."
233,R9rVapGCf2c,Not Child Directed,Not Child Directed,The music video contains mature themes and is not suitable for children.  The song is in Spanish.
234,1Jw_mhoCiFY,Not Child Directed,Not Child Directed,"The video contains a romantic subplot and is not explicitly created for children.  The music video features a young couple kissing and taking a selfie, which are not appropriate for a child audience."
235,DwRR59ektIs,Not Child Directed,Not Child Directed,The video is a workout video for adults.  It features an adult woman performing stretches. There are no child-appealing elements present.
236,NUsoVlDFqZg,Not Child Directed,Not Child Directed,"The music video features adult musical artists performing in a tunnel.  There are no child-appealing elements present. The song is not a children's song, and the themes are not child-friendly."
237,DF3XjEhJ40Y,Not Child Directed,Not Child Directed,"The video features a young woman singing a song in a snowy setting. While the visuals are not explicitly violent or mature, the song itself is not a children's song, and the overall aesthetic is not geared towards a child audience.  Therefore, it does not meet the criteria for child-directed content."
238,lwFvC4dFx0o,Not Child Directed,Not Child Directed,"The video features a musical performance by an adult singer.  The song is not a children's song, and there are no child-appealing elements present. The visuals are not cartoonish or animated, and the content is not designed for children."
239,05dcxPp62BQ,Not Child Directed,Not Child Directed,"The video features a man singing and there is no child-directed content present.  The song is not a children's song, and the video does not contain any child-appealing elements."
240,7mox58jIAdA,Not Child Directed,Not Child Directed,"The video features a woman singing.  The song is not a children's song, and there are no child-appealing elements present. The video is not explicitly created for children."
241,-hMC8pQkEmk,Not Child Directed,Not Child Directed,"The video features a young adult woman, Christina Aguilera, singing a song.  The visuals are not cartoonish or child-like, and the song's themes and lyrics are not suitable for children.  Therefore, it does not meet the criteria for child-directed content."
242,TapXs54Ah3E,Not Child Directed,Not Child Directed,"The video contains a male singer singing in a recording studio.  There are no child-appealing elements present. The song is not a children's song, and the content is not designed for children."
243,P2zOb0HGdxg,Not Child Directed,Not Child Directed,"The video contains a woman in a latex outfit in a post-apocalyptic setting.  The overall tone and aesthetic are dark and mature, unsuitable for children."
244,98Akpf1ph2o,Not Child Directed,Not Child Directed,"The video features a black and white image of a person with dark hair, and there are no child-appealing elements present.  The content is not explicitly created for children and does not include features commonly enjoyed by children."
245,b8I-7Wk_Vbc,Not Child Directed,Not Child Directed,"The music video features adult singers and musicians performing in a tunnel.  There are no child-appealing elements such as cartoons, animation, or child-friendly themes. The overall tone and style of the video are not suitable for children."
246,dcMlG1UA-jU,Not Child Directed,Not Child Directed,"The video is a cooking tutorial showing how to make two types of idli.  It does not contain any child-appealing elements, such as cartoonish visuals, light-hearted themes, or simplified narratives. The content is instructional and focuses on a culinary process, which is not typically considered child-directed unless specifically designed for children (e.g., ""Cooking for Kids"")."
247,2q_XCn1AEoQ,Not Child Directed,Not Child Directed,"The video is a cooking tutorial showing how to make fruit custard.  While the visuals are colorful, the content is primarily instructional and not designed or intended for children.  There are no child-appealing elements such as cartoon characters or whimsical themes. The focus is on the recipe and cooking process, which is not simplified for a child audience."
248,FdDMrIxTsxQ,Not Child Directed,Not Child Directed,"This is a cooking video showing how to make Rajasthani Makka ke Dhokle.  The video does not contain any child-appealing elements, and the content is not explicitly created for children. The cooking process and ingredients are not simplified for children, and there are no child-friendly visuals or themes present."
249,IsPOtygII-Q,Not Child Directed,Not Child Directed,The video features Bollywood actors Shahrukh Khan and Kareena Kapoor. The song is a romantic Bollywood song and is not suitable for children.  There are no child-appealing elements present.
250,Il26S9uBQT4,Not Child Directed,Not Child Directed,"This is a cooking video showing how to make Rava Dhokla.  The video does not contain any child-appealing elements, and is not explicitly created for children. The spoken language is Hindi."
251,P4fzOSVy6-o,Not Child Directed,Not Child Directed,"The video contains a romantic scene between two adults, which is not appropriate for children.  The song is not a children's song, and the overall tone and content are not suitable for a child audience."
252,GZixqLxpihw,Not Child Directed,Not Child Directed,"This is a cooking video showing how to make a South Indian soup called rasam.  The video does not contain any child-appealing elements, and is not designed for children. The spoken language is Hindi."
253,K4e9ubvt3AA,Not Child Directed,Not Child Directed,"This is a cooking video showing how to make peanut chutney.  It does not contain any child-appealing elements, and is not designed for children. The video is instructional in nature and focuses on a culinary task, which is not typically considered child-directed content."
254,V98MgC_MUUE,Not Child Directed,Not Child Directed,"The video is a cooking tutorial showing how to make hummus dip.  It does not contain any child-appealing elements, such as cartoonish visuals, light-hearted themes, or simplified narratives. The content is primarily instructional and focuses on a culinary process, making it unsuitable for a child audience."
255,BNWjSidvQiU,Not Child Directed,Not Child Directed,"The video is a cooking tutorial for making green chili sauce.  It does not contain any child-appealing elements, such as cartoons or child-friendly themes. The content is instructional and focuses on a culinary task, making it unsuitable for children without adult supervision. The spoken language is English."
256,soUKwdZS2zA,Not Child Directed,Not Child Directed,"This is a cooking video showing how to make Lauki Kofta Curry.  The video does not contain any child-appealing elements, and the content is not explicitly created for children. The cooking process and the food itself are not suitable for young children to handle without adult supervision."
257,kRShwNqBQaw,Not Child Directed,Not Child Directed,"This is a cooking video showing how to make Rajma Masala.  It does not contain any child-appealing elements, and is not designed for children. The cooking process is not simplified for children, and there are no child-friendly characters or themes present."
258,yVDz0Av-s2A,Not Child Directed,Not Child Directed,"The video is a cooking tutorial showing how to make pasta.  It does not contain any child-appealing elements, such as cartoonish visuals, light-hearted themes, or simplified instructions. The content is primarily instructional and focuses on a culinary process, making it unsuitable for a child audience."
259,vYO2e40nbIg,Not Child Directed,Not Child Directed,"The video is a cooking tutorial for a specific Indian dish.  It features an adult chef demonstrating the recipe, and the content is not designed or styled to appeal to children. There are no child-appealing elements such as cartoons, animation, or child-friendly themes."
260,FTIjbV6yczo,Not Child Directed,Not Child Directed,This is a cooking video showing how to make Dal Makhani.  The video features a person cooking the dish and does not contain any child-appealing elements or features commonly enjoyed by children.  The video is primarily aimed at adults interested in cooking.
261,Z2wTN1qjlMQ,Not Child Directed,Not Child Directed,"The video features religious themes and devotional singing, which are not typically considered child-directed content.  The visuals, while colorful, are not cartoonish or animated in a way that would appeal primarily to children. The song is a devotional song and not a children's song. Therefore, it does not meet the criteria for child-directed content."
262,R2xk_LsETm0,Not Child Directed,Not Child Directed,"The video uses a cartoonish style to illustrate the concept of improving brain function, but the content is primarily focused on adults and uses text in Hindi that is not suitable for children.  The video does not contain any child-appealing elements or themes that would make it suitable for children."
263,nnGp34b10qI,Not Child Directed,Not Child Directed,"The video is a cooking tutorial showing how to make semolina thekua.  It does not contain any child-appealing elements, such as cartoonish visuals, light-hearted themes, or simplified narratives. The content is primarily instructional and focuses on a culinary process, making it unsuitable for a child audience."
264,-9WO1eGMQu8,Not Child Directed,Not Child Directed,"The video is a recipe for chocolate ice cream.  It does not contain any child-appealing elements, such as cartoonish visuals or light-hearted themes. The content is primarily instructional and focuses on the process of making ice cream, which is not typically considered child-directed content. The spoken language is Indonesian."
265,Mc9WSGhPshE,Not Child Directed,Not Child Directed,"The video features a young woman singing and holding flowers.  There are no child-appealing elements such as cartoons, animation, or child-friendly themes. The song is not a children's song, and the overall aesthetic is not geared towards children. Therefore, it is not considered child-directed."
266,Rgszfmk7ti0,Not Child Directed,Not Child Directed,"The music video features a young woman in a dimly lit setting, with a dark and moody atmosphere. The song itself does not contain lyrics that are explicitly for children.  The overall aesthetic and tone are not suitable for a child audience."
267,XQzHF8DGYp8,Not Child Directed,Not Child Directed,"The music video features a romantic subplot and does not include child-appealing elements such as cartoonish visuals or light-hearted themes.  The song is not a children's song. Therefore, it is not considered child-directed."
268,J5d2QBc0rvU,Not Child Directed,Not Child Directed,"The video features a young woman sitting on a beach at night, holding a lit jar. The lyrics are in Indonesian, and the overall mood is melancholic.  There are no child-appealing elements present, and the themes are not suitable for children."
269,oaFj0lRi3gw,Not Child Directed,Not Child Directed,"The video contains a romantic subplot between two teenagers, which is not appropriate for children.  The song is not a children's song, and the overall tone and visuals are not child-appealing."
270,CJC5PY5erzI,Not Child Directed,Not Child Directed,"The video is a music video with a somber tone and themes of loss and longing.  The visuals are not cartoonish or child-like, and the song is not a children's song. The content is not designed for children and does not include child-appealing elements."
271,6NsiA6GFAbU,Not Child Directed,Not Child Directed,"The video features a young woman singing a song. While the visuals are aesthetically pleasing, they do not contain child-appealing elements such as cartoonish graphics or light-hearted themes. The song itself is not a children's song, and the overall tone and style of the video are not geared towards a child audience."
272,FocFked1TbQ,Not Child Directed,Not Child Directed,"The video is a lyric video for a song.  While the title ""Surat Cinta untuk Starla"" might seem innocent, the content is not explicitly created for children. There are no child-appealing elements such as cartoons or child-friendly themes. The video primarily targets a general audience, and the song itself is not a children's song."
273,PVIvHCX35hU,Not Child Directed,Not Child Directed,"The video features two young adults in a romantic setting.  There are no child-appealing elements such as cartoons, animation, or child-friendly themes. The music and visuals are aimed at a more mature audience. Therefore, it does not meet the criteria for child-directed content."
274,b5ZQob-mDGM,Not Child Directed,Not Child Directed,"The video depicts a person blindfolded and lying on a table, which is not suitable for children.  There are no child-appealing elements present."
275,E7NgR0LEMbI,Not Child Directed,Not Child Directed,"The video is a lyric video for a song.  While the visuals are pleasant, they do not contain child-appealing elements such as cartoons or characters that would typically appeal to children. The song itself is not a children's song, and the overall tone and style of the video are not geared towards a child audience. The spoken language is Indonesian."
276,Ic8whn-t0Io,Not Child Directed,Not Child Directed,"The video is a music video with romantic themes and adult-oriented content.  The song is not a children's song, and the visuals are not child-appealing. Therefore, it does not meet the criteria for child-directed content."
277,oCN3BUBlErc,Not Child Directed,Not Child Directed,"The video is a music video with a romantic subplot between two teenagers.  While the visuals are not overtly violent or sexual, the romantic theme and the lack of child-specific elements make it inappropriate for children. The song is not a children's song, and the video does not contain any elements typically found in child-directed content.  The spoken language is Indonesian."
278,05wQrmLejyo,Not Child Directed,Not Child Directed,"The video is a music video with romantic themes and adult-like interactions between the characters.  The song is not a children's song, and the visuals are not cartoonish or child-like. Therefore, it does not meet the criteria for child-directed content."
279,q6FgMydW7X4,Not Child Directed,Not Child Directed,"The video features two adults engaging in a romantic scene.  The song is a ballad, not a children's song. The overall tone and content are not suitable for children."
280,AURkGj0jEx4,Not Child Directed,Not Child Directed,"The video contains a song with a music video.  The singer is an adult, and the video's style is not child-appealing.  There are no child-directed elements present."
281,YLiRgeU7fQw,Not Child Directed,Not Child Directed,"The video contains a romantic subplot between a young couple, which is not appropriate for children.  The song is not a children's song, and the overall tone and style of the video are not aimed at a child audience."
282,LRwE4jZmBy0,Not Child Directed,Not Child Directed,"The music video contains a storyline involving emotional distress and sadness, which is not suitable for children.  The song itself is a ballad, not a children's song. Therefore, it does not meet the criteria for child-directed content."
283,_D4aRNrmbug,Not Child Directed,Not Child Directed,The video is a music video with romantic themes and adult actors.  The song is in Indonesian. The setting and storyline are not child-appropriate.
284,Psr7yfO_WY0,Not Child Directed,Not Child Directed,"The video features a melancholic song in Indonesian, with lyrics that express sadness and contemplation. The visuals depict a lone man sitting under a barren tree in a field, which is not child-appealing.  The overall mood and themes are not suitable for children."
