,Video Id,Primary Label,Predicted Label,Response,Languages,Unnamed: 0
2086,qZ40Z62tcXM,child directed,inappropriate,"This video is inappropriate for children under 9 because it contains elements of intimacy (romance, relationships), and potentially disturbing scenes (a character vomiting glitter). While the violence is cartoonish, the overall themes and some scenes might be unsettling for younger viewers.",['English'],2011.0
2087,PUozchh0LnA,child directed,appropriate,"This is an advertisement for Playmobil toys. The video shows children playing with the toys, and there is no inappropriate content. The video is appropriate for children under 9.",['No Language'],2012.0
2088,_vMTuHlpw8k,inappropriate,inappropriate,"The video contains scenes of violence, including physical fights and weapons.  There is also a scene that could be interpreted as threatening.  Therefore, it is inappropriate for children under 9.",['Sinhala'],2013.0
2089,xPwjJCrBmD4,child directed,appropriate,"The video is an advertisement for Ernsting's family clothing brand. It shows children and adults wearing clothes from the brand in various settings, such as a pool and outdoors. There is no violence, sexual content, or other inappropriate material present. The audio is a song with appropriate lyrics. Therefore, the video is appropriate for children under 9.",['German'],2014.0
2090,SBTfiNHyNDs,inappropriate,inappropriate,"This video game trailer depicts violence, including gun violence and a character's death.  The dark and intense visuals, along with the overall tone, make it unsuitable for children under 9.",['English'],2015.0
2091,ZT2UXcxTjLk,irrelevant,appropriate,"The video is an advertisement for Shopee's 4.4 sale. It shows clothes, cosmetics, and accessories. There is no violence, sexual content, or other inappropriate material. The language is Vietnamese.",['Vietnamese'],2016.0
2092,lXLT25mCiKE,child directed,appropriate,"The video shows a young boy who has received a camera and is learning to take pictures. He takes pictures of a person, a dog, and a view. The video is educational and entertaining, and there is nothing inappropriate in the video.",['English'],2017.0
2093,yvHfl1JEPc0,irrelevant,inappropriate,"The music video contains scenes that are inappropriate for children under 9.  There is fast-paced, energetic dancing that might be overwhelming for young children. The lyrics, while not explicitly violent, are suggestive and deal with complex themes that are not suitable for young audiences. The overall style and tone of the video are also not appropriate for children.",['Japanese'],2018.0
2094,ICvtWZ3B4Mc,child directed,appropriate,"This video shows a heartwarming story of a child who dreams of becoming a Hershey's taste tester. The video is positive and uplifting, and there is nothing inappropriate in the content. The video is appropriate for children under 9.",['English'],2019.0
2095,9j5V_MW8kE4,child directed,inappropriate,"This video is inappropriate for children under 9 because it contains scary scenes. The trailer shows a monstrous sea creature and a villainous mermaid, which could be frightening for young children.  The overall tone and imagery are not suitable for a young audience. ",['French'],2020.0
2096,daZaS7-HmJQ,irrelevant,appropriate,"The video is an advertisement for Always sanitary pads. It shows a woman sleeping comfortably in different positions while using the product. The audio emphasizes the product's absorbency and comfort. There is no violence, sexual content, or other inappropriate elements present.  The overall message is about comfort and hygiene during menstruation, which is a natural bodily function. Therefore, the video is appropriate for children under 9.",['Spanish'],2021.0
2097,tutsijNjRxQ,irrelevant,inappropriate,"The video contains offensive language (""pinche""), and promotes a browser with features that could expose children to inappropriate content.  The cartoon character used is also potentially disturbing to some children. Therefore, it is inappropriate for children under 9.",['Spanish'],2022.0
2098,Q0U2zgipGlw,child directed,appropriate,"This is an advertisement for Airbrush Plush toys. The video shows children and teenagers playing with the toys and decorating them with an airbrush. There is no violence, sexual content, or other inappropriate material present in the video. The language used is French.",['French'],2023.0
2099,pWw3_hDCjEo,irrelevant,inappropriate,"This video game advertisement features large monsters attacking a baseball stadium. While the violence is cartoonish, the sheer size and destructive nature of the monsters could be frightening for children under 9.  The overall tone is exciting and action-packed, but the Kaiju theme might be too intense for younger viewers. ",['English'],2024.0
2100,6Qh29WWHGe4,inappropriate,inappropriate,"This video is inappropriate for children under 9 because it contains scenes of violence, weapons, and intense action sequences.  The presence of fire in dangerous settings and the overall tone of the trailer suggest a mature theme unsuitable for young viewers.","['Telugu', 'Hindi']",2025.0
2101,faiqd9Crpmg,irrelevant,appropriate,"The video shows a group of young adults enjoying a vacation on an island. There is no violence, sexual content, or other inappropriate material present. The audio is a voicemail message, which is not relevant to the visual content. Therefore, the video is appropriate for children under 9.",['English'],2026.0
2102,WM0YIyL4pa8,child directed,appropriate,"This is an advertisement for Chips Ahoy cookies. It features an animated cookie playing soccer and missing a shot, but the cookie still hits the spot. The video is light-hearted and does not contain any inappropriate content for children under 9.  There is no violence, sexual content, or anything else that would be considered inappropriate for children.",['English'],2027.0
2103,X7lRGozX8KQ,inappropriate,inappropriate,"This video is inappropriate for children under 9 because it contains scenes of violence, weapons, and war.  The trailer depicts intense battle sequences and potentially frightening imagery that would likely be disturbing for young children. The audio also includes sounds of fighting and conflict.",['Hindi'],2028.0
2104,6QoIhJYkRvc,irrelevant,inappropriate,"The video shows a group of people fishing on a boat. While the activity itself is not inherently inappropriate, the name of the company, ""Fin Fetish,"" is sexually suggestive and could be considered inappropriate for children.  Additionally, some of the language used in the video, such as ""we just got spooled,"" could be interpreted as having a double meaning. Therefore, the video is inappropriate for children under 9.",['English'],2029.0
2105,KXLgI6h3FQs,child directed,appropriate,"This is an advertisement for Paw Patrol toys. The video shows children playing with the toys in a safe and fun environment. There is no violence, sexual content, or other inappropriate material present. The audio is also appropriate for children. Therefore, this video is appropriate for children under 9.",['Swedish'],2030.0
2106,3uJw2Gh_lwk,child directed,appropriate,"The video shows cartoon figures and dolls in a playful manner. There is no violence, self-harm, scariness, or any other inappropriate content mentioned in the prompt. The characters dance, take a bath, and eat sandwiches. The overall tone is lighthearted and fun, making it suitable for children under 9.",['French'],2031.0
2107,LdLnWbhVGNs,inappropriate,inappropriate,"The music video contains offensive language, including the words ""nigga"" and ""fuck.""  Additionally, the artist makes offensive hand gestures (middle finger) towards the camera. The lyrics also contain references to drugs and the video includes scenes that could be considered violent or disturbing. For these reasons, the video is inappropriate for children under 9.",['English'],2032.0
2108,wRphOClTu6U,irrelevant,appropriate,"The video is an advertisement for student loans.  It uses simple animations and text to convey information about loan amounts, interest rates, and eligibility. There is no violence, sexual content, offensive language, or other elements that would be considered inappropriate for children under 9. ",['English'],2033.0
2109,30o1wAvMnzs,child directed,appropriate,"The video is an advertisement for Kinder Bueno. It shows two young adults enjoying Kinder Bueno products and wearing branded jackets. There is no violence, sexual content, or other inappropriate material present. The language used is French. Therefore, the video is appropriate for children under 9.",['French'],2034.0
2110,H30bJzJ9aS8,irrelevant,appropriate,"The video shows a car driving in different locations. There is no violence, sexual content, or any other inappropriate content for children. The music is upbeat and the video is well-produced. Therefore, the video is appropriate for children under 9.",['English'],2035.0
2111,T5_WTs4y3uY,irrelevant,appropriate,"The video is an advertisement for YouTube Music Premium.  It shows the app interface and features some music. There is no violence, sexual content, or other inappropriate material present. The music is upbeat and not suggestive. Therefore, it is appropriate for children under 9.",['English'],2036.0
2112,nNydFpDWY6k,child directed,appropriate,"The video is a music video for children. The lyrics are positive and uplifting, and the visuals are colorful and fun. There is no violence, sexual content, or other inappropriate material present. Therefore, the video is appropriate for children under 9.",['English'],2037.0
2113,zPgJ69hknnQ,irrelevant,appropriate,"The video is an advertisement for Whiteboards by Appfire. It shows screen recordings of the software and explains its features. There is no violence, sexual content, discrimination, offensive language, or other inappropriate elements. The video is appropriate for children under 9.",['English'],2038.0
2114,VbDJW-ktTpg,inappropriate,inappropriate,"The music video contains multiple instances of intimacy between a man and a woman.  This includes romantic scenes, dancing, and close physical contact.  Therefore, it is inappropriate for children under 9.",['Punjabi'],2039.0
2115,XYZqASRpVjw,irrelevant,inappropriate,"The music video contains elements of intimacy (romance, apparent romantic conduct between subjects/actors) and romantic songs and music.  Therefore, it is inappropriate for children under 9.",['Punjabi'],2040.0
2116,LX30Ur950No,child directed,appropriate,"This is an advertisement for Disneyland. It shows families and children enjoying the park, fireworks, and a brief interaction with Mickey Mouse. There is no violence, inappropriate language, or sexual content. The overall tone is happy and celebratory. Therefore, it is appropriate for children under 9.",['English'],2041.0
2117,EHxvnhw1Uyc,irrelevant,appropriate,"This is a trailer for a Lego video game. The visuals are cartoonish and colorful, featuring Lego cars and characters in various settings. There is no violence, inappropriate language, or other content that would be considered unsuitable for children under 9.  The audio includes upbeat music and a voiceover that is enthusiastic but not aggressive or offensive. Therefore, the video is appropriate for children under 9.",['English'],2042.0
2118,dxHh8vifYJ0,irrelevant,appropriate,"The video shows three young adults posing for photos in a park-like setting.  There is no violence, sexual content, or other inappropriate material present. The audio is upbeat music, and there is no offensive language. Therefore, the video is appropriate for children under 9.",['Spanish'],2043.0
2119,rdBQppORntU,child directed,appropriate,"This is an advertisement for a hotel booking platform. It shows a family enjoying their vacation at a hotel. There is no violence, sexual content, or other inappropriate material present. The video is suitable for children under 9.",['French'],2044.0
2120,e5yUD0JwyGM,child directed,appropriate,"This is a movie trailer for Disney's live-action ""The Little Mermaid"". It features scenes of Ariel, a mermaid talking to her friends, a flounder fish, a seagull and a crab. The scenes are shown underwater. There are scenes showing a castle and a carriage ride. The trialer ends with a on-screen text saying that the movie will be shown in theaters. This video does not contain any inappropriate scenes so it is appropriate for children under 9.",['English'],2045.0
2121,WvK03rWxprI,inappropriate,inappropriate,"The video contains scenes of smoking and suggestive conversations between the characters.  The dialogue also includes innuendos and references to relationships, making it unsuitable for children under 9.",['Malayalam'],2046.0
2122,kmdwzPH9T_I,inappropriate,inappropriate,"The video contains offensive language, mentions of drugs and sex, and is therefore inappropriate for children under 9.",['English'],2047.0
2123,JsOOis4bBFg,inappropriate,inappropriate,"The music video contains scenes of implied violence, implied dangerous stunts, and implied self-harm.  There are also scenes with fire that could be considered dangerous for children. The fast-paced editing and intense visuals could also be overwhelming for younger viewers. Therefore, I would label this video as inappropriate for children under 9.","['Korean', 'English']",2048.0
2124,Nr4-FT6HcBA,inappropriate,inappropriate,"The music video contains scenes of violence, including a man holding a gun and people fighting.  There are also scenes of intimacy, such as a man and woman embracing and kissing a woman's hand.  The combination of violence and intimacy makes this video inappropriate for children under 9.",['Punjabi'],2049.0
2125,HDrqtgQVTgg,inappropriate,inappropriate,"The video game ad features cartoonish violence, including characters fighting monsters and a giant eating smaller characters.  While the violence is not graphic, the overall tone and themes might be frightening for children under 9. The use of monsters and the fast-paced action could also be overwhelming for younger viewers.",['English'],2050.0
2126,AZZZpZ7ez2o,inappropriate,inappropriate,"The music video contains inappropriate content for children under 9. The lyrics contain offensive language, including the word ""bitch.""  Additionally, there are scenes of suggestive dancing and implied drug and alcohol use. The overall tone and imagery are not suitable for young children.",['English'],2051.0
2127,NRdEMpEZ1PA,inappropriate,inappropriate,"The video contains a person wearing a mask that can be considered scary for children under 9.  The overall tone and style of the advertisement might also be too fast-paced and overwhelming for young children. The content is primarily focused on promoting a web browser, which is not inherently inappropriate, but the presentation style and the use of a potentially frightening mask make it unsuitable for young audiences.",['Spanish'],2052.0
2128,wwMZQ-8Jtdw,inappropriate,inappropriate,"The video contains scenes of violence, including the display of weapons and implied threats.  The lyrics, while not explicitly vulgar, allude to violence and criminal activity. The overall tone and imagery are unsuitable for children under 9.",['Hindi'],2053.0
2129,w7-llnFTk8Q,inappropriate,inappropriate,"The music video contains inappropriate content for children under 9. The women in the video are wearing revealing clothing, and there are scenes of twerking and other suggestive dance moves. The lyrics also contain references to drugs and alcohol.  Therefore, this video is not suitable for young children.",['English'],2054.0
2130,cuJjngO6uxk,inappropriate,inappropriate,"This video shows scenes of physical violence, including a man being thrown through a window and a woman being thrown onto a car.  There are also scenes of a car chase and a near-miss car accident.  These scenes are likely to be frightening or disturbing for children under 9.  The video also contains some mild swearing, which is not appropriate for young children.",['English'],2055.0
2131,VhHE1Cog4MM,inappropriate,inappropriate,"The music video contains scenes and lyrics that are inappropriate for children under 9.  Specifically, there are references to alcohol and drugs, and the overall atmosphere of partying and suggestive behavior is not suitable for young viewers. The video also contains scenes of car stunts and drifting, which could be considered dangerous and potentially harmful to emulate. ","['Arabic', 'English']",2056.0
2132,DqjHWE1AUOM,inappropriate,inappropriate,"The video contains intimacy (a couple kissing and embracing), and a scene of childbirth, which may be considered mentally distressing for children under 9.",['Italian'],2057.0
2133,VYOIyzA9JD0,inappropriate,inappropriate,"This movie trailer contains scenes of violence, monsters, and intense action sequences.  These elements are likely to frighten or disturb children under the age of 9. Therefore, I would consider this trailer inappropriate for young children.",['French'],2058.0
2134,CFCO8sbh3W0,inappropriate,inappropriate,The video contains multiple scenes of intimacy between a man and a woman. There are three scenes where the two people kiss. This is inappropriate for children under 9.,['Hindi'],2059.0
2135,RQ5wXpePzGE,inappropriate,inappropriate,The video contains multiple scenes of intimacy between a man and a woman.  There are scenes of kissing and embracing.  The lyrics of the song also deal with romantic themes and heartbreak. This content is not suitable for children under 9.,['Hindi'],2060.0
2136,CxftomuwufY,inappropriate,inappropriate,"The music video contains inappropriate clothing (significant skin exposure) and intimacy (sensual physical contact, romance, dating and relationships, apparent romantic conduct between subjects/actors). Therefore, it is inappropriate for children under 9.",['Albanian'],2061.0
2137,Nipeto2bt3U,inappropriate,inappropriate,The video contains multiple scenes of intimacy between a man and a woman.  There are several instances of them embracing and kissing. This content is not suitable for children under 9.,['Kannada'],2062.0
2138,2iaE1ayfc1I,inappropriate,inappropriate,"The music video contains scenes of violence and fighting between men.  There are also scenes that could be interpreted as suggestive, and the lyrics mention alcohol. This content is not suitable for children under 9.",['Punjabi'],2063.0
2139,8WDNBAmT9Kk,inappropriate,inappropriate,"The music video contains several elements that would be considered inappropriate for children under 9.  There is a significant amount of implied violence, shown through the choreography and the lyrics. The lyrics also contain references to weapons and conflict. The overall tone and style of the video are also quite intense and may be disturbing or frightening to young children.",['Urdu'],2064.0
2140,1syUmlPYvdA,inappropriate,inappropriate,"The video contains inappropriate content for children under 9. The lyrics mention alcohol consumption and other mature themes.  The visuals show the performers drinking from red plastic cups, which could be interpreted as alcohol. The overall atmosphere and style of the music video are not suitable for young children.",['Spanish'],2065.0
2141,MpszGxkLGEY,inappropriate,inappropriate,"The music video contains scenes of violence, including physical altercations between men.  Additionally, there are scenes that depict drinking and smoking, and the lyrics mention alcohol consumption. The overall theme and some of the visuals could be considered suggestive or inappropriate for children under 9.",['Punjabi'],2066.0
2142,UwPCvNkjR_w,inappropriate,inappropriate,"The music video contains several elements that would be considered inappropriate for children under 9.  The lyrics, while not explicitly vulgar, deal with themes of betrayal and deception, which are complex and potentially upsetting for young children.  More significantly, the visual elements include numerous individuals wearing scary masks, creating a potentially frightening atmosphere. The overall tone and imagery are dark and intense, not suitable for a young audience.",['Arabic'],2067.0
2143,B-Goxh5dOIE,inappropriate,appropriate,"This is a video game trailer. The visuals are cartoonish and do not contain any violence or gore. The audio is also appropriate. Therefore, this video is appropriate for children under 9.",['English'],2068.0
2144,1VUvCY1VlIw,inappropriate,inappropriate,"The music video contains intimacy (sensual physical contact, apparent romantic conduct between subjects/actors) and romantic songs and music. Therefore, it is inappropriate for children under 9.",['Spanish'],2069.0
2145,BxaHtiW9fnY,inappropriate,inappropriate,"The music video contains intimacy (sensual physical contact, apparent romantic conduct between subjects/actors) and romantic songs and music. Therefore, it is inappropriate for children under 9.",['French'],2070.0
2146,6geRw7v--YY,inappropriate,inappropriate,"This music video contains multiple scenes of intimacy between a man and a woman. This includes kissing and hugging. The video also shows a woman in provocative clothing, including a short dress and a bikini.  Therefore, this video is inappropriate for children under 9.","['Hindi', 'English']",2071.0
2147,A4hniRECcME,inappropriate,inappropriate,"The video contains scenes of death and grief, which can be emotionally distressing for children under 9.  The song's lyrics, while not explicitly violent, deal with themes of loss and sadness that may be too intense for young viewers. The overall tone and imagery are not suitable for children.",['Punjabi'],2072.0
2148,yIX1Goa70K4,inappropriate,inappropriate,"The audio contains offensive language and references to drugs and violence.  While the visual content is relatively tame (a young man rapping in a recording studio), the lyrics are inappropriate for children under 9.",['English'],2073.0
2149,PoUvDV-wRkk,inappropriate,inappropriate,"The video contains multiple scenes of intimacy between the man and woman. The man is shown to be physically aggressive towards the woman in multiple scenes. The video also contains suggestive lyrics and dance moves. Therefore, the video is inappropriate for children under 9.",['Hindi'],2074.0
2150,bcpcUv4KIxU,inappropriate,inappropriate,"The music video contains intimacy (sensual physical contact, apparent romantic conduct between subjects/actors) and romantic songs and music. Therefore, it is inappropriate for children under 9.","['Arabic', 'French']",2075.0
2151,pmJdFF_ahV0,inappropriate,inappropriate,"The music video contains elements of intimacy and romance, which are considered inappropriate for children under 9.  The lyrics, while not explicitly vulgar, deal with themes of heartbreak and betrayal, which may be too mature for young children. The visuals also depict romantic scenes and situations. Therefore, the video is inappropriate for children under 9.",['Arabic'],2076.0
2152,9n6Q3LKurHc,inappropriate,inappropriate,The music video contains suggestive content and intimacy. The singer is wearing clothes that expose significant skin. The lyrics are romantic in nature. All of these elements make the video inappropriate for children under 9.,['Turkish'],2077.0
2153,yVZydkgAKa0,inappropriate,inappropriate,"This video is an advertisement for a snack and a movie. The movie is called ""Transformers: Rise of the Beasts."" The ad shows a gorilla-like creature and a robot fighting.  While the violence is cartoonish, it still depicts fighting and could be frightening for some children under 9. Therefore, I label it as inappropriate.",['English'],2078.0
2154,M5tAkwK_FgY,inappropriate,inappropriate,This video is inappropriate for children under 9 because it contains intimacy. There are multiple scenes showing romantic interactions between a man and a woman.  The lyrics of the song also seem to be romantic in nature.,['Tamil'],2079.0
2155,22D6eXrC4Q0,inappropriate,inappropriate,"The video is an advertisement for 22Bet, an online gambling platform.  The advertisement promotes gambling, which is explicitly inappropriate for children under 9. The visuals show various sports and casino games, further reinforcing the gambling theme. The audio, in Bengali, clearly promotes the platform and its bonuses, making the gambling aspect undeniable. Therefore, the video is inappropriate for children.",['Bengali'],2080.0
2156,EJl7zwKsUuw,inappropriate,inappropriate,"The video contains scenes of violence, including physical fights and weapons.  There is also some blood shown.  These elements are inappropriate for children under 9.","['Kannada', 'Hindi']",2081.0
2157,xHesTfXX2sg,inappropriate,inappropriate,"The music video contains scenes depicting drug use (cocaine and cigarettes), a handgun, and suggestive content.  The lyrics also allude to infidelity and heartbreak.  These elements are not suitable for children under 9.",['Punjabi'],2082.0
2158,m7URITTff24,inappropriate,inappropriate,The music video contains intimacy (romance and relationships) and inappropriate clothing (significant skin exposure).,['Punjabi'],2083.0
2159,DgcjI0HYgGw,child directed,appropriate,"This is a cartoon video from Star Wars Young Jedi Adventures. It shows cartoon characters interacting with each other and a cute creature. There is no violence, inappropriate language, or any other inappropriate content for children under 9. The characters are friendly and playful. Therefore, the video is appropriate for children under 9.",['English'],2084.0
2160,91N4uDCZ-mg,irrelevant,inappropriate,"The video is inappropriate for children under 9 because it discusses diseases and shows images of sick children.  The video also mentions the impact of the pandemic on vaccination rates, which may be upsetting or confusing for young children. While the video promotes vaccination, the overall tone and content are not suitable for a young audience.","['English', 'Spanish', 'French']",2085.0
2161,vGRtUu7K4Dc,child directed,appropriate,"This is a cartoon from Star Wars Young Jedi Adventures. It shows some cartoonish violence, but it is not graphic or gory. The characters are friendly and work together as a team. There is no inappropriate language, sexual content, or other elements that would be considered inappropriate for children under 9.",['English'],2086.0
2162,R31f6oVGp8E,irrelevant,appropriate,"The advertisement is for a children's nutritional drink. It shows a mother preparing the drink for her child and the child happily drinking it.  There is no violence, sexual content, or other inappropriate material present. The ad focuses on the positive aspects of the product and its benefits for children's health. Therefore, it is appropriate for children under 9.",['Urdu'],2087.0
2163,uxJnRMrPkkw,inappropriate,inappropriate,"The music video contains scenes depicting intimacy between a man and a woman, including kissing.  Additionally, there are scenes with suggestive dancing and the man is shown shirtless at one point.  These elements are inappropriate for children under 9.","['Swahili', 'English']",2088.0
2164,Od5zyGTKJos,inappropriate,inappropriate,"The music video contains several elements that would be considered inappropriate for children under 9.  The lyrics, while not explicitly vulgar, allude to adult themes and relationships.  Additionally, the female performer is shown in several outfits that are revealing and suggestive, which is not suitable for young audiences. The overall tone and style of the video are also suggestive and not appropriate for children.",['Albanian'],2089.0
2165,STkP7wC3K7Q,irrelevant,appropriate,"The video is an interview with a woman entrepreneur. The content is about women's empowerment and entrepreneurship. There is no violence, self-harm, scariness, or sexual content. The language used is Urdu and English. Therefore, the video is appropriate for children under 9.","['Urdu', 'English']",2090.0
2166,fkualPBp4-g,child directed,inappropriate,"The video contains scenes of physical violence, albeit cartoonish, which may be disturbing or frightening for young children.  The death of two characters is also depicted. While not overly graphic, these elements make the video unsuitable for children under 9.",['Albanian'],2091.0
2167,CY7_jubZ5EM,inappropriate,inappropriate,"The music video contains inappropriate content for children under 9. The lyrics and visuals contain suggestive themes and the presence of scantily clad women dancing is not suitable for young audiences.  The video also includes scenes of people on ATVs and a yacht, which could be perceived as promoting risky behavior. Therefore, I would label this video as inappropriate for children under 9.","['English', 'Hindi']",2092.0
2168,_ZvE8vIkpWY,irrelevant,inappropriate,"The video shows scenes of breakups and separation, which can be emotionally distressing for children.  The lyrics of the song also deal with themes of heartbreak and loss, which are not suitable for young children. Additionally, the video shows a car junkyard, which might be frightening for some children.",['Polish'],2093.0
2169,6X40BogK2k0,inappropriate,inappropriate,"The music video contains suggestive content, including a woman in a revealing flight attendant costume interacting suggestively with a man, and scenes of intimacy.  Additionally, the video shows weapons, which is inappropriate for children. The lyrics, while not explicitly vulgar, are suggestive in nature, focusing on romantic themes and actions that are not suitable for young audiences.",['Serbian'],2094.0
2170,RkL3YP2usOE,irrelevant,appropriate,"This is an advertisement for GoDaddy email services. The video shows people working on laptops and food preparation. There is no violence, sexual content, or other inappropriate material present.  The language used is professional and appropriate for all ages. Therefore, it is appropriate for children under 9.",['English'],2095.0
2171,F5bdUEBwXBQ,irrelevant,appropriate,"The video is a montage of clips showing the YouTuber, Andrew, in various locations, seemingly documenting his experiences learning Russian.  There is no violence, sexual content, or other inappropriate material present. While some scenes might be slightly unclear, nothing suggests anything harmful or inappropriate for children. The language used is primarily English, with some Russian phrases likely included in the learning process.","['English', 'Russian']",2096.0
2172,zZDMTqrVt5Y,inappropriate,inappropriate,"The music video contains scenes of violence, including a physical fight between a group of young men.  There is also some suggestive content, such as the couple kissing and the young man writing the word ""fuck"" on a wall.  The lyrics of the song also contain some suggestive language. For these reasons, the video is inappropriate for children under 9.",['Spanish'],2097.0
2173,18Iut7YmzM4,irrelevant,inappropriate,"The music video contains intimacy (apparent romantic conduct between subjects/actors) and romantic songs and music. Therefore, it is inappropriate for children under 9.",['Bengali'],2098.0
2174,zlITt-ZABzA,inappropriate,inappropriate,"The music video contains suggestive content, including scantily clad women dancing and making kissing gestures.  The lyrics, while not explicitly sexual, are suggestive and focus on kissing and having fun, which is not appropriate for children under 9. The overall atmosphere and visuals are not suitable for young children.",['Polish'],2099.0
2175,Wma_iVqKRWw,inappropriate,inappropriate,"The music video contains scenes of environmental destruction, including a burning forest and a polluted city.  The lyrics contain the phrase ""I don't even f***ing matter to her"", which is inappropriate for children. The overall tone and imagery are dark and dystopian, which is not suitable for young children.",['English'],2100.0
2176,-6dleqTJs0o,inappropriate,inappropriate,"The music video contains suggestive dance moves and lyrics that are not suitable for children under 9.  The lyrics and visuals promote romantic themes and relationships, which are considered inappropriate for young children. The clothing worn by some of the female dancers is also revealing, which is another reason why this video is not suitable for children.",['Punjabi'],2101.0
2177,3vUfLsa0hek,inappropriate,inappropriate,"This video discusses stalking and harassment.  The video shows news clippings about a court case involving stalking and harassment. The video also shows images of the victim and the stalker. The video is inappropriate for children under 9 because it contains themes of stalking and harassment, which are not suitable for young children. The video also contains images of the victim and the stalker, which could be upsetting for young children.",['Swedish'],2102.0
2178,bp7exaWdIVk,inappropriate,appropriate,This is a trailer for the live action Peter Pan movie. Clips feature pirates and fairies as well as Peter Pan fighting the pirate. This video is not inappropriate as the movie itself is child-directed. The fight scenes are not excessively violent and are more of a playful fight.  There is no inappropriate language or other inappropriate content.,['English'],2103.0
2179,hkworAjntAI,inappropriate,inappropriate,"The music video contains scenes of domestic violence, including a woman with visible injuries and a man exhibiting aggressive behavior.  The lyrics, while aiming for an uplifting message of overcoming hardship, are presented within the context of a violent relationship. The visual depiction of the violence, coupled with the emotional intensity of the song, makes it unsuitable for children under 9.",['English'],2104.0
2180,91RtI6ZG2bc,inappropriate,inappropriate,"The song has romantic themes and the video contains intimacy.  Therefore, it is inappropriate for children under 9.",['Telugu'],2105.0
2181,4USYueHKaPo,inappropriate,inappropriate,"The music video contains several elements that would be considered inappropriate for children under 9.  There are scenes of intimacy (kissing), extreme stunts (motorcycle riding and dangerous driving), and implied violence (car crashes). The lyrics, while not explicitly offensive, deal with themes of heartbreak and loss that may be too mature for young children. The overall tone and imagery are dark and intense, which is not suitable for a young audience.",['Spanish'],2106.0
2182,Jv_5PD6Dk-o,inappropriate,inappropriate,"This movie trailer contains scenes of violence, destruction, and intense action sequences.  The audio includes dialogue about death and loss, which could be upsetting for young children.  Therefore, it is inappropriate for children under 9.",['French'],2107.0
2183,-9hNB-jt8_s,inappropriate,inappropriate,"This trailer for Fast X contains several elements that would make it inappropriate for children under 9.  There is intense violence, including car crashes, explosions, and fight scenes.  The trailer also features threats of violence against family members. The fast-paced action and intense scenes could be frightening for young children.  The presence of weapons and dangerous stunts further contributes to its inappropriateness for this age group.","['Spanish', 'English']",2108.0
2184,Qoe-fs1NINY,inappropriate,inappropriate,"This music video contains several elements that would be considered inappropriate for children under 9.  The lyrics contain references to deception, betrayal, and the pursuit of money, which are complex themes not suitable for young children.  Additionally, the repeated phrase ""It's all a finesse, part of the test"" could be interpreted as promoting manipulative behavior. While there is no explicit violence or sexual content, the overall tone and themes are not appropriate for a young audience.",['English'],2109.0
2185,RZEZTd5NP4M,irrelevant,appropriate,"The video is an advertisement for a water tank.  It shows a water tank and text describing its features. There is no violence, inappropriate language, or other content that would be unsuitable for children. Therefore, it is appropriate.",['English'],2110.0
2186,qaiVLPagwDs,irrelevant,appropriate,"The video is an advertisement for Nescafe Classic coffee. It shows a young man going through his day, attending classes, spending time with friends and children, and studying.  There is no violence, sexual content, discrimination, offensive language, or other inappropriate elements present. The only potentially questionable element is the consumption of coffee, but this is a common beverage and the ad doesn't promote excessive consumption or depict it in a negative light. Overall, the video is suitable for children under 9.",['Sinhala'],2111.0
2187,639ATgYAP0g,irrelevant,appropriate,"The video is an advertisement for JewelryWin. It shows jewelry and has background music. There is no violence, sexual content, or other inappropriate material present.  The language used is Japanese.",['Japanese'],2112.0
2188,UmXXzO7xs9s,irrelevant,inappropriate,"The video shows a car race. There is some physical violence as cars crash into each other.  The game is rated T for Teen, which means it is not appropriate for children under 13. The video also includes a download prompt for the game, which could lead children to access inappropriate content. Therefore, the video is inappropriate for children under 9.",['English'],2113.0
2189,WURChfw46U8,irrelevant,appropriate,"This is a Nescafe coffee advertisement. The video shows a young girl making coffee and drinking it. There is no violence, sexual content, or other inappropriate material present. Therefore, it is appropriate for children under 9.",['English'],2114.0
2190,Vdr4_LDtCss,inappropriate,inappropriate,"The music video contains scenes of violence, including gun use and physical altercations.  The lyrics, while not explicitly graphic, allude to criminal activity and contain suggestive language. The overall tone and imagery are not suitable for children under 9.",['Albanian'],2115.0
2191,P15S6ND8kbQ,inappropriate,inappropriate,"This movie trailer contains several scenes that would be considered inappropriate for children under 9.  There is suggestive dialogue, including a line about touching a dog's genitals.  There are scenes of a kidnapping, a physical altercation, and implied sexual situations. The overall tone and content are not suitable for young children.",['English'],2116.0
2192,DNAgL7JDnoE,irrelevant,appropriate,"The advertisement is for a food product. It shows a woman in a kitchen talking on the phone and then showing the product. There is no violence, sexual content, or anything else that would be considered inappropriate for children. The language spoken is Sinhala.",['Sinhala'],2117.0
2193,xnYwITwhLVM,child directed,appropriate,"This is an advertisement for a children's nutritional milk formula. The video shows children engaging in everyday activities like playing in the dirt, holding hands with adults, and riding a scooter. The audio describes the product's benefits, highlighting its essential nutrients, prebiotics, and omega-3 and 6 fatty acids.  There is no violence, inappropriate language, or other content that would be considered harmful or unsuitable for children under 9. Therefore, the video is appropriate.",['English'],2118.0
